subscription_id,account_id,plan_id,started_at,ended_at,status,seats,mrr
SUB02679,ACC02679,PLN_SCALE,2024-02-18,2024-03-16,cancelled,81,799
SUB02680,ACC02680,PLN_GROWTH,2024-02-18,2024-04-11,cancelled,17,199
SUB02681,ACC02681,PLN_SCALE,2024-02-18,2025-05-13,cancelled,83,799
SUB02682,ACC02682,PLN_GROWTH,2024-02-19,,active,15,199
SUB02683,ACC02683,PLN_STARTER,2024-02-19,2024-08-09,cancelled,4,49
SUB02684,ACC02684,PLN_SCALE,2024-02-19,2024-11-21,cancelled,108,799
SUB02685,ACC02685,PLN_STARTER,2024-02-19,2024-08-07,cancelled,5,49
SUB02686,ACC02686,PLN_GROWTH,2024-02-19,2024-10-01,cancelled,13,199
SUB02687,ACC02687,PLN_GROWTH,2024-02-19,2024-08-05,cancelled,12,199
SUB02688,ACC02688,PLN_GROWTH,2024-02-19,2024-05-09,cancelled,16,199
SUB02689,ACC02689,PLN_SCALE,2024-02-19,2024-07-25,cancelled,86,799
SUB02690,ACC02690,PLN_GROWTH,2024-02-20,2025-06-04,cancelled,18,199
SUB02691,ACC02691,PLN_STARTER,2024-02-20,2024-07-13,cancelled,4,49
SUB02692,ACC02692,PLN_GROWTH,2024-02-20,,active,22,199
SUB02693,ACC02693,PLN_SCALE,2024-02-20,2025-07-11,cancelled,70,799
SUB02694,ACC02694,PLN_SCALE,2024-02-20,,active,97,799
SUB02695,ACC02695,PLN_ENTERPRISE,2024-02-20,2024-04-22,cancelled,536,2499
SUB02696,ACC02696,PLN_STARTER,2024-02-20,2025-12-05,cancelled,3,49
SUB02697,ACC02697,PLN_SCALE,2024-02-20,,active,104,799
SUB02698,ACC02698,PLN_SCALE,2024-02-20,2025-05-04,cancelled,75,799
SUB02699,ACC02699,PLN_GROWTH,2024-02-20,2025-02-14,cancelled,17,199
SUB02700,ACC02700,PLN_SCALE,2024-02-21,2024-09-02,cancelled,97,799
SUB02701,ACC02701,PLN_ENTERPRISE,2024-02-21,2025-06-11,cancelled,369,2499
SUB02702,ACC02702,PLN_STARTER,2024-02-21,2024-08-22,cancelled,4,49
SUB02703,ACC02703,PLN_GROWTH,2024-02-21,,active,18,199
SUB02704,ACC02704,PLN_GROWTH,2024-02-21,2025-02-21,cancelled,19,199
SUB02705,ACC02705,PLN_GROWTH,2024-02-21,2024-03-15,cancelled,22,199
SUB02706,ACC02706,PLN_STARTER,2024-02-21,2024-05-17,cancelled,5,49
SUB02707,ACC02707,PLN_STARTER,2024-02-21,,active,4,49
SUB02708,ACC02708,PLN_GROWTH,2024-02-21,2024-06-18,cancelled,18,199
SUB02709,ACC02709,PLN_SCALE,2024-02-22,2024-09-25,cancelled,69,799
SUB02710,ACC02710,PLN_GROWTH,2024-02-22,2025-01-25,cancelled,15,199
SUB02711,ACC02711,PLN_GROWTH,2024-02-22,2024-03-17,cancelled,17,199
SUB02712,ACC02712,PLN_ENTERPRISE,2024-02-23,2025-05-21,cancelled,560,2499
SUB02713,ACC02713,PLN_SCALE,2024-02-23,2024-06-14,cancelled,83,799
SUB02714,ACC02714,PLN_STARTER,2024-02-23,2025-06-10,cancelled,3,49
SUB02715,ACC02715,PLN_GROWTH,2024-02-23,2025-02-16,cancelled,19,199
SUB02716,ACC02716,PLN_GROWTH,2024-02-23,2024-03-15,cancelled,18,199
SUB02717,ACC02717,PLN_STARTER,2024-02-23,2024-07-10,cancelled,3,49
SUB02718,ACC02718,PLN_STARTER,2024-02-23,2024-10-01,cancelled,4,49
SUB02719,ACC02719,PLN_STARTER,2024-02-23,2024-05-18,cancelled,3,49
SUB02720,ACC02720,PLN_GROWTH,2024-02-23,,active,17,199
SUB02721,ACC02721,PLN_STARTER,2024-02-24,2024-03-27,cancelled,3,49
SUB02722,ACC02722,PLN_STARTER,2024-02-24,2024-09-20,cancelled,5,49
SUB02723,ACC02723,PLN_STARTER,2024-02-24,2024-11-13,cancelled,5,49
SUB02724,ACC02724,PLN_STARTER,2024-02-24,2025-08-22,cancelled,4,49
SUB02725,ACC02725,PLN_SCALE,2024-02-24,2024-07-10,cancelled,80,799
SUB02726,ACC02726,PLN_GROWTH,2024-02-24,2024-08-04,cancelled,23,199
SUB02727,ACC02727,PLN_STARTER,2024-02-24,2025-01-14,cancelled,4,49
SUB02728,ACC02728,PLN_STARTER,2024-02-25,2024-09-08,cancelled,5,49
SUB02729,ACC02729,PLN_STARTER,2024-02-25,2025-12-14,cancelled,5,49
SUB02730,ACC02730,PLN_SCALE,2024-02-25,2024-08-16,cancelled,75,799
SUB02731,ACC02731,PLN_STARTER,2024-02-25,2025-08-16,cancelled,4,49
SUB02732,ACC02732,PLN_SCALE,2024-02-25,2025-07-25,cancelled,61,799
SUB02733,ACC02733,PLN_SCALE,2024-02-25,2025-02-20,cancelled,107,799
SUB02734,ACC02734,PLN_GROWTH,2024-02-25,,active,23,199
SUB02735,ACC02735,PLN_STARTER,2024-02-25,2024-05-27,cancelled,4,49
SUB02736,ACC02736,PLN_SCALE,2024-02-25,2024-04-13,cancelled,94,799
SUB02737,ACC02737,PLN_STARTER,2024-02-26,2024-04-26,cancelled,4,49
SUB02738,ACC02738,PLN_STARTER,2024-02-26,2025-04-10,cancelled,5,49
SUB02739,ACC02739,PLN_SCALE,2024-02-26,2024-05-27,cancelled,75,799
SUB02740,ACC02740,PLN_SCALE,2024-02-26,2025-08-01,cancelled,98,799
SUB02741,ACC02741,PLN_GROWTH,2024-02-26,2024-10-15,cancelled,16,199
SUB02742,ACC02742,PLN_GROWTH,2024-02-26,2024-06-21,cancelled,13,199
SUB02743,ACC02743,PLN_GROWTH,2024-02-26,2025-12-01,cancelled,13,199
SUB02744,ACC02744,PLN_STARTER,2024-02-26,2024-06-14,cancelled,5,49
SUB02745,ACC02745,PLN_GROWTH,2024-02-27,2024-04-21,cancelled,18,199
SUB02746,ACC02746,PLN_SCALE,2024-02-27,2024-06-28,cancelled,85,799
SUB02747,ACC02747,PLN_STARTER,2024-02-27,2024-05-03,cancelled,4,49
SUB02748,ACC02748,PLN_GROWTH,2024-02-27,,active,19,199
SUB02749,ACC02749,PLN_STARTER,2024-02-27,2024-04-06,cancelled,5,49
SUB02750,ACC02750,PLN_SCALE,2024-02-27,2024-06-02,cancelled,98,799
SUB02751,ACC02751,PLN_STARTER,2024-02-28,2025-05-18,cancelled,3,49
SUB02752,ACC02752,PLN_STARTER,2024-02-28,2024-05-08,cancelled,5,49
SUB02753,ACC02753,PLN_GROWTH,2024-02-28,2024-05-24,cancelled,14,199
SUB02754,ACC02754,PLN_SCALE,2024-02-28,2025-04-20,cancelled,74,799
SUB02755,ACC02755,PLN_SCALE,2024-02-28,,active,82,799
SUB02756,ACC02756,PLN_STARTER,2024-02-28,2024-05-03,cancelled,4,49
SUB02757,ACC02757,PLN_STARTER,2024-02-28,2025-09-06,cancelled,5,49
SUB02758,ACC02758,PLN_GROWTH,2024-02-28,2025-02-23,cancelled,21,199
SUB02759,ACC02759,PLN_STARTER,2024-02-28,2024-12-19,cancelled,4,49
SUB02760,ACC02760,PLN_GROWTH,2024-02-29,2024-06-25,cancelled,18,199
SUB02761,ACC02761,PLN_GROWTH,2024-02-29,2025-07-06,cancelled,16,199
SUB02762,ACC02762,PLN_SCALE,2024-02-29,2024-07-22,cancelled,83,799
SUB02763,ACC02763,PLN_GROWTH,2024-02-29,2025-01-23,cancelled,15,199
SUB02764,ACC02764,PLN_GROWTH,2024-03-01,2025-06-27,cancelled,19,199
SUB02765,ACC02765,PLN_STARTER,2024-03-01,2024-06-14,cancelled,4,49
SUB02766,ACC02766,PLN_STARTER,2024-03-01,2025-01-11,cancelled,5,49
SUB02767,ACC02767,PLN_SCALE,2024-03-01,,active,90,799
SUB02768,ACC02768,PLN_SCALE,2024-03-01,2024-07-10,cancelled,82,799
SUB02769,ACC02769,PLN_STARTER,2024-03-01,2024-04-23,cancelled,3,49
SUB02770,ACC02770,PLN_GROWTH,2024-03-02,2024-05-13,cancelled,19,199
SUB02771,ACC02771,PLN_STARTER,2024-03-02,2025-11-11,cancelled,5,49
SUB02772,ACC02772,PLN_GROWTH,2024-03-02,2025-03-22,cancelled,18,199
SUB02773,ACC02773,PLN_STARTER,2024-03-02,2024-08-19,cancelled,4,49
SUB02774,ACC02774,PLN_SCALE,2024-03-02,2024-05-18,cancelled,103,799
SUB02775,ACC02775,PLN_GROWTH,2024-03-02,2024-08-22,cancelled,12,199
SUB02776,ACC02776,PLN_SCALE,2024-03-02,,active,110,799
SUB02777,ACC02777,PLN_STARTER,2024-03-02,,active,4,49
SUB02778,ACC02778,PLN_SCALE,2024-03-03,,active,83,799
SUB02779,ACC02779,PLN_STARTER,2024-03-03,2024-06-03,cancelled,4,49
SUB02780,ACC02780,PLN_STARTER,2024-03-03,2024-07-21,cancelled,3,49
SUB02781,ACC02781,PLN_STARTER,2024-03-03,2025-08-17,cancelled,5,49
SUB02782,ACC02782,PLN_SCALE,2024-03-04,,active,68,799
SUB02783,ACC02783,PLN_SCALE,2024-03-04,,active,99,799
SUB02784,ACC02784,PLN_GROWTH,2024-03-04,2024-12-17,cancelled,15,199
SUB02785,ACC02785,PLN_STARTER,2024-03-04,2024-06-19,cancelled,3,49
SUB02786,ACC02786,PLN_STARTER,2024-03-04,2025-01-06,cancelled,4,49
SUB02787,ACC02787,PLN_STARTER,2024-03-04,2025-01-04,cancelled,3,49
SUB02788,ACC02788,PLN_STARTER,2024-03-04,2024-06-06,cancelled,4,49
SUB02789,ACC02789,PLN_STARTER,2024-03-04,,active,5,49
SUB02790,ACC02790,PLN_GROWTH,2024-03-04,2024-06-19,cancelled,15,199
SUB02791,ACC02791,PLN_STARTER,2024-03-04,2024-10-23,cancelled,5,49
SUB02792,ACC02792,PLN_ENTERPRISE,2024-03-05,2025-01-22,cancelled,303,2499
SUB02793,ACC02793,PLN_GROWTH,2024-03-05,2025-03-05,cancelled,13,199
SUB02794,ACC02794,PLN_STARTER,2024-03-05,2024-08-07,cancelled,4,49
SUB02795,ACC02795,PLN_GROWTH,2024-03-05,2024-08-09,cancelled,23,199
SUB02796,ACC02796,PLN_ENTERPRISE,2024-03-05,2024-05-11,cancelled,307,2499
SUB02797,ACC02797,PLN_ENTERPRISE,2024-03-05,2024-04-16,cancelled,415,2499
SUB02798,ACC02798,PLN_GROWTH,2024-03-05,2024-10-08,cancelled,21,199
SUB02799,ACC02799,PLN_STARTER,2024-03-05,2024-08-18,cancelled,4,49
SUB02800,ACC02800,PLN_STARTER,2024-03-06,2024-06-08,cancelled,4,49
SUB02801,ACC02801,PLN_STARTER,2024-03-06,,active,4,49
SUB02802,ACC02802,PLN_GROWTH,2024-03-06,2024-06-11,cancelled,21,199
SUB02803,ACC02803,PLN_SCALE,2024-03-06,2024-10-25,cancelled,66,799
SUB02804,ACC02804,PLN_ENTERPRISE,2024-03-06,2024-04-23,cancelled,461,2499
SUB02805,ACC02805,PLN_GROWTH,2024-03-06,2025-08-19,cancelled,15,199
SUB02806,ACC02806,PLN_GROWTH,2024-03-07,2024-12-05,cancelled,15,199
SUB02807,ACC02807,PLN_ENTERPRISE,2024-03-07,2024-05-28,cancelled,545,2499
SUB02808,ACC02808,PLN_SCALE,2024-03-07,2024-07-10,cancelled,92,799
SUB02809,ACC02809,PLN_ENTERPRISE,2024-03-07,2025-03-16,cancelled,537,2499
SUB02810,ACC02810,PLN_STARTER,2024-03-07,2024-04-02,cancelled,5,49
SUB02811,ACC02811,PLN_GROWTH,2024-03-07,2024-05-18,cancelled,20,199
SUB02812,ACC02812,PLN_ENTERPRISE,2024-03-07,2024-06-21,cancelled,321,2499
SUB02813,ACC02813,PLN_ENTERPRISE,2024-03-07,2024-09-01,cancelled,515,2499
SUB02814,ACC02814,PLN_GROWTH,2024-03-08,2024-07-07,cancelled,17,199
SUB02815,ACC02815,PLN_ENTERPRISE,2024-03-08,2024-05-02,cancelled,348,2499
SUB02816,ACC02816,PLN_GROWTH,2024-03-08,2024-04-06,cancelled,14,199
SUB02817,ACC02817,PLN_GROWTH,2024-03-08,2025-02-19,cancelled,20,199
SUB02818,ACC02818,PLN_STARTER,2024-03-08,2024-08-17,cancelled,6,49
SUB02819,ACC02819,PLN_STARTER,2024-03-08,2024-04-23,cancelled,5,49
SUB02820,ACC02820,PLN_STARTER,2024-03-08,2024-12-14,cancelled,5,49
SUB02821,ACC02821,PLN_STARTER,2024-03-08,2025-01-01,cancelled,4,49
SUB02822,ACC02822,PLN_STARTER,2024-03-08,2024-10-23,cancelled,4,49
SUB02823,ACC02823,PLN_SCALE,2024-03-09,2024-05-19,cancelled,78,799
SUB02824,ACC02824,PLN_STARTER,2024-03-09,2024-06-28,cancelled,3,49
SUB02825,ACC02825,PLN_STARTER,2024-03-09,2025-11-15,cancelled,3,49
SUB02826,ACC02826,PLN_STARTER,2024-03-09,2024-07-14,cancelled,5,49
SUB02827,ACC02827,PLN_GROWTH,2024-03-09,2024-09-11,cancelled,14,199
SUB02828,ACC02828,PLN_GROWTH,2024-03-10,,active,13,199
SUB02829,ACC02829,PLN_STARTER,2024-03-10,2024-10-27,cancelled,5,49
SUB02830,ACC02830,PLN_SCALE,2024-03-10,2025-11-16,cancelled,85,799
SUB02831,ACC02831,PLN_GROWTH,2024-03-10,2025-09-11,cancelled,20,199
SUB02832,ACC02832,PLN_STARTER,2024-03-11,2024-04-20,cancelled,4,49
SUB02833,ACC02833,PLN_GROWTH,2024-03-11,2024-05-15,cancelled,16,199
SUB02834,ACC02834,PLN_STARTER,2024-03-11,2024-05-06,cancelled,5,49
SUB02835,ACC02835,PLN_STARTER,2024-03-11,2025-04-25,cancelled,4,49
SUB02836,ACC02836,PLN_STARTER,2024-03-11,2024-06-18,cancelled,6,49
SUB02837,ACC02837,PLN_GROWTH,2024-03-11,,active,12,199
SUB02838,ACC02838,PLN_SCALE,2024-03-11,2025-02-20,cancelled,112,799
SUB02839,ACC02839,PLN_STARTER,2024-03-11,2025-01-21,cancelled,4,49
SUB02840,ACC02840,PLN_STARTER,2024-03-11,2024-05-22,cancelled,3,49
SUB02841,ACC02841,PLN_GROWTH,2024-03-11,2024-04-22,cancelled,15,199
SUB02842,ACC02842,PLN_SCALE,2024-03-11,2024-08-12,cancelled,78,799
SUB02843,ACC02843,PLN_SCALE,2024-03-12,2024-10-13,cancelled,102,799
SUB02844,ACC02844,PLN_GROWTH,2024-03-12,2024-06-24,cancelled,19,199
SUB02845,ACC02845,PLN_STARTER,2024-03-12,,active,4,49
SUB02846,ACC02846,PLN_GROWTH,2024-03-12,2025-09-10,cancelled,18,199
SUB02847,ACC02847,PLN_STARTER,2024-03-12,2024-08-13,cancelled,6,49
SUB02848,ACC02848,PLN_STARTER,2024-03-12,2024-08-06,cancelled,4,49
SUB02849,ACC02849,PLN_GROWTH,2024-03-12,2024-06-12,cancelled,22,199
SUB02850,ACC02850,PLN_STARTER,2024-03-12,2025-09-02,cancelled,5,49
SUB02851,ACC02851,PLN_SCALE,2024-03-13,,active,74,799
SUB02852,ACC02852,PLN_GROWTH,2024-03-13,2024-05-23,cancelled,13,199
SUB02853,ACC02853,PLN_STARTER,2024-03-13,2024-12-28,cancelled,5,49
SUB02854,ACC02854,PLN_GROWTH,2024-03-13,2024-05-22,cancelled,16,199
SUB02855,ACC02855,PLN_STARTER,2024-03-14,2024-06-14,cancelled,5,49
SUB02856,ACC02856,PLN_STARTER,2024-03-14,2024-11-23,cancelled,5,49
SUB02857,ACC02857,PLN_SCALE,2024-03-14,2024-09-19,cancelled,82,799
SUB02858,ACC02858,PLN_SCALE,2024-03-14,2024-05-08,cancelled,79,799
SUB02859,ACC02859,PLN_STARTER,2024-03-15,2025-11-11,cancelled,4,49
SUB02860,ACC02860,PLN_GROWTH,2024-03-15,2024-05-06,cancelled,14,199
SUB02861,ACC02861,PLN_SCALE,2024-03-15,2024-09-07,cancelled,65,799
SUB02862,ACC02862,PLN_STARTER,2024-03-15,2024-06-14,cancelled,4,49
SUB02863,ACC02863,PLN_GROWTH,2024-03-15,,active,20,199
SUB02864,ACC02864,PLN_STARTER,2024-03-15,2024-05-19,cancelled,3,49
SUB02865,ACC02865,PLN_STARTER,2024-03-15,2024-04-17,cancelled,4,49
SUB02866,ACC02866,PLN_ENTERPRISE,2024-03-15,,active,436,2499
SUB02867,ACC02867,PLN_SCALE,2024-03-16,2025-07-27,cancelled,97,799
SUB02868,ACC02868,PLN_STARTER,2024-03-16,2025-03-11,cancelled,5,49
SUB02869,ACC02869,PLN_SCALE,2024-03-16,,active,103,799
SUB02870,ACC02870,PLN_ENTERPRISE,2024-03-16,2024-05-08,cancelled,360,2499
SUB02871,ACC02871,PLN_STARTER,2024-03-16,2024-07-19,cancelled,3,49
SUB02872,ACC02872,PLN_STARTER,2024-03-16,2024-05-10,cancelled,5,49
SUB02873,ACC02873,PLN_GROWTH,2024-03-16,2024-04-12,cancelled,13,199
SUB02874,ACC02874,PLN_GROWTH,2024-03-17,,active,14,199
SUB02875,ACC02875,PLN_GROWTH,2024-03-17,2025-06-16,cancelled,21,199
SUB02876,ACC02876,PLN_SCALE,2024-03-17,2024-05-13,cancelled,80,799
SUB02877,ACC02877,PLN_GROWTH,2024-03-17,2024-07-25,cancelled,13,199
SUB02878,ACC02878,PLN_STARTER,2024-03-17,2024-07-22,cancelled,3,49
SUB02879,ACC02879,PLN_SCALE,2024-03-17,2024-11-07,cancelled,68,799
SUB02880,ACC02880,PLN_STARTER,2024-03-18,2024-05-28,cancelled,5,49
SUB02881,ACC02881,PLN_SCALE,2024-03-18,2024-08-13,cancelled,86,799
SUB02882,ACC02882,PLN_SCALE,2024-03-18,2025-04-08,cancelled,94,799
SUB02883,ACC02883,PLN_STARTER,2024-03-18,2024-05-04,cancelled,4,49
SUB02884,ACC02884,PLN_STARTER,2024-03-18,2024-04-08,cancelled,5,49
SUB02885,ACC02885,PLN_ENTERPRISE,2024-03-18,2024-06-14,cancelled,310,2499
SUB02886,ACC02886,PLN_STARTER,2024-03-18,2024-06-03,cancelled,4,49
SUB02887,ACC02887,PLN_SCALE,2024-03-18,2025-05-04,cancelled,78,799
SUB02888,ACC02888,PLN_SCALE,2024-03-18,2024-09-16,cancelled,97,799
SUB02889,ACC02889,PLN_GROWTH,2024-03-18,2024-08-01,cancelled,20,199
SUB02890,ACC02890,PLN_GROWTH,2024-03-18,2024-05-07,cancelled,15,199
SUB02891,ACC02891,PLN_STARTER,2024-03-18,2024-05-14,cancelled,3,49
SUB02892,ACC02892,PLN_GROWTH,2024-03-18,2024-06-08,cancelled,14,199
SUB02893,ACC02893,PLN_SCALE,2024-03-18,2025-01-13,cancelled,65,799
SUB02894,ACC02894,PLN_SCALE,2024-03-19,,active,61,799
SUB02895,ACC02895,PLN_STARTER,2024-03-19,2024-09-18,cancelled,5,49
SUB02896,ACC02896,PLN_GROWTH,2024-03-19,2024-05-15,cancelled,21,199
SUB02897,ACC02897,PLN_GROWTH,2024-03-19,2024-11-21,cancelled,23,199
SUB02898,ACC02898,PLN_STARTER,2024-03-19,2024-05-14,cancelled,5,49
SUB02899,ACC02899,PLN_GROWTH,2024-03-19,,active,17,199
SUB02900,ACC02900,PLN_ENTERPRISE,2024-03-19,2025-05-22,cancelled,481,2499
SUB02901,ACC02901,PLN_ENTERPRISE,2024-03-20,2025-06-26,cancelled,465,2499
SUB02902,ACC02902,PLN_SCALE,2024-03-20,,active,100,799
SUB02903,ACC02903,PLN_STARTER,2024-03-20,2024-07-01,cancelled,4,49
SUB02904,ACC02904,PLN_ENTERPRISE,2024-03-20,2024-07-17,cancelled,510,2499
SUB02905,ACC02905,PLN_STARTER,2024-03-20,2024-05-01,cancelled,4,49
SUB02906,ACC02906,PLN_ENTERPRISE,2024-03-20,2024-05-10,cancelled,403,2499
SUB02907,ACC02907,PLN_SCALE,2024-03-21,2025-01-03,cancelled,77,799
SUB02908,ACC02908,PLN_STARTER,2024-03-21,2024-05-27,cancelled,5,49
SUB02909,ACC02909,PLN_STARTER,2024-03-21,2024-05-02,cancelled,4,49
SUB02910,ACC02910,PLN_ENTERPRISE,2024-03-21,2024-07-13,cancelled,527,2499
SUB02911,ACC02911,PLN_SCALE,2024-03-21,2024-07-07,cancelled,90,799
SUB02912,ACC02912,PLN_SCALE,2024-03-21,,active,99,799
SUB02913,ACC02913,PLN_GROWTH,2024-03-21,2024-04-02,cancelled,21,199
SUB02914,ACC02914,PLN_GROWTH,2024-03-21,,active,20,199
SUB02915,ACC02915,PLN_STARTER,2024-03-21,2024-08-23,cancelled,4,49
SUB02916,ACC02916,PLN_GROWTH,2024-03-21,,active,18,199
SUB02917,ACC02917,PLN_SCALE,2024-03-21,2025-05-02,cancelled,94,799
SUB02918,ACC02918,PLN_STARTER,2024-03-22,,active,4,49
SUB02919,ACC02919,PLN_GROWTH,2024-03-22,2025-11-05,cancelled,17,199
SUB02920,ACC02920,PLN_SCALE,2024-03-22,2024-08-21,cancelled,75,799
SUB02921,ACC02921,PLN_SCALE,2024-03-22,2024-04-10,cancelled,75,799
SUB02922,ACC02922,PLN_STARTER,2024-03-22,2024-06-23,cancelled,3,49
SUB02923,ACC02923,PLN_GROWTH,2024-03-23,,active,20,199
SUB02924,ACC02924,PLN_STARTER,2024-03-23,2024-07-10,cancelled,3,49
SUB02925,ACC02925,PLN_STARTER,2024-03-23,2024-06-15,cancelled,5,49
SUB02926,ACC02926,PLN_STARTER,2024-03-23,2024-04-07,cancelled,4,49
SUB02927,ACC02927,PLN_STARTER,2024-03-24,2024-08-02,cancelled,3,49
SUB02928,ACC02928,PLN_ENTERPRISE,2024-03-24,2024-06-04,cancelled,375,2499
SUB02929,ACC02929,PLN_GROWTH,2024-03-24,2025-05-12,cancelled,22,199
SUB02930,ACC02930,PLN_STARTER,2024-03-24,2025-10-16,cancelled,5,49
SUB02931,ACC02931,PLN_GROWTH,2024-03-24,2025-01-22,cancelled,21,199
SUB02932,ACC02932,PLN_STARTER,2024-03-24,2024-05-18,cancelled,4,49
SUB02933,ACC02933,PLN_SCALE,2024-03-25,2024-10-22,cancelled,90,799
SUB02934,ACC02934,PLN_STARTER,2024-03-25,2025-02-01,cancelled,5,49
SUB02935,ACC02935,PLN_SCALE,2024-03-25,2024-08-04,cancelled,114,799
SUB02936,ACC02936,PLN_GROWTH,2024-03-25,2025-05-20,cancelled,17,199
SUB02937,ACC02937,PLN_SCALE,2024-03-25,2024-08-02,cancelled,77,799
SUB02938,ACC02938,PLN_GROWTH,2024-03-25,2024-09-28,cancelled,16,199
SUB02939,ACC02939,PLN_STARTER,2024-03-25,2024-09-09,cancelled,3,49
SUB02940,ACC02940,PLN_GROWTH,2024-03-26,2025-07-21,cancelled,13,199
SUB02941,ACC02941,PLN_GROWTH,2024-03-26,2024-04-04,cancelled,17,199
SUB02942,ACC02942,PLN_GROWTH,2024-03-26,,active,20,199
SUB02943,ACC02943,PLN_STARTER,2024-03-26,2024-04-12,cancelled,6,49
SUB02944,ACC02944,PLN_STARTER,2024-03-26,2025-01-04,cancelled,4,49
SUB02945,ACC02945,PLN_GROWTH,2024-03-26,2024-04-19,cancelled,17,199
SUB02946,ACC02946,PLN_STARTER,2024-03-26,2025-01-21,cancelled,5,49
SUB02947,ACC02947,PLN_SCALE,2024-03-27,,active,87,799
SUB02948,ACC02948,PLN_STARTER,2024-03-27,2024-10-19,cancelled,6,49
SUB02949,ACC02949,PLN_GROWTH,2024-03-27,2024-07-10,cancelled,20,199
SUB02950,ACC02950,PLN_GROWTH,2024-03-27,2025-04-10,cancelled,22,199
SUB02951,ACC02951,PLN_GROWTH,2024-03-27,2024-11-13,cancelled,18,199
SUB02952,ACC02952,PLN_GROWTH,2024-03-28,2024-05-04,cancelled,20,199
SUB02953,ACC02953,PLN_SCALE,2024-03-28,2024-06-27,cancelled,103,799
SUB02954,ACC02954,PLN_SCALE,2024-03-28,2024-09-10,cancelled,78,799
SUB02955,ACC02955,PLN_GROWTH,2024-03-28,2024-07-15,cancelled,22,199
SUB02956,ACC02956,PLN_STARTER,2024-03-28,2024-05-19,cancelled,4,49
SUB02957,ACC02957,PLN_STARTER,2024-03-28,,active,3,49
SUB02958,ACC02958,PLN_STARTER,2024-03-29,2024-08-03,cancelled,4,49
SUB02959,ACC02959,PLN_ENTERPRISE,2024-03-29,2024-08-02,cancelled,370,2499
SUB02960,ACC02960,PLN_STARTER,2024-03-29,2025-06-04,cancelled,5,49
SUB02961,ACC02961,PLN_STARTER,2024-03-29,2024-07-10,cancelled,5,49
SUB02962,ACC02962,PLN_ENTERPRISE,2024-03-29,2024-05-11,cancelled,443,2499
SUB02963,ACC02963,PLN_STARTER,2024-03-29,2024-07-11,cancelled,5,49
SUB02964,ACC02964,PLN_STARTER,2024-03-29,2024-06-19,cancelled,6,49
SUB02965,ACC02965,PLN_GROWTH,2024-03-29,2024-05-15,cancelled,20,199
SUB02966,ACC02966,PLN_STARTER,2024-03-29,2024-08-20,cancelled,4,49
SUB02967,ACC02967,PLN_SCALE,2024-03-29,2024-04-26,cancelled,90,799
SUB02968,ACC02968,PLN_STARTER,2024-03-30,2024-11-03,cancelled,5,49
SUB02969,ACC02969,PLN_ENTERPRISE,2024-03-30,2024-06-19,cancelled,554,2499
SUB02970,ACC02970,PLN_GROWTH,2024-03-30,2025-01-07,cancelled,12,199
SUB02971,ACC02971,PLN_STARTER,2024-03-30,2024-11-27,cancelled,3,49
SUB02972,ACC02972,PLN_GROWTH,2024-03-31,2024-07-09,cancelled,22,199
SUB02973,ACC02973,PLN_STARTER,2024-04-01,,active,5,49
SUB02974,ACC02974,PLN_STARTER,2024-04-01,2024-09-11,cancelled,4,49
SUB02975,ACC02975,PLN_STARTER,2024-04-01,2025-01-03,cancelled,4,49
SUB02976,ACC02976,PLN_GROWTH,2024-04-01,2024-12-13,cancelled,13,199
SUB02977,ACC02977,PLN_STARTER,2024-04-01,2024-05-08,cancelled,5,49
SUB02978,ACC02978,PLN_GROWTH,2024-04-01,2024-07-06,cancelled,13,199
SUB02979,ACC02979,PLN_STARTER,2024-04-01,2024-08-05,cancelled,5,49
SUB02980,ACC02980,PLN_GROWTH,2024-04-01,2025-01-16,cancelled,14,199
SUB02981,ACC02981,PLN_STARTER,2024-04-02,2024-09-09,cancelled,4,49
SUB02982,ACC02982,PLN_STARTER,2024-04-02,2025-04-23,cancelled,5,49
SUB02983,ACC02983,PLN_GROWTH,2024-04-02,2025-08-10,cancelled,20,199
SUB02984,ACC02984,PLN_SCALE,2024-04-02,2024-11-27,cancelled,78,799
SUB02985,ACC02985,PLN_GROWTH,2024-04-02,2024-07-11,cancelled,22,199
SUB02986,ACC02986,PLN_GROWTH,2024-04-02,2025-02-04,cancelled,20,199
SUB02987,ACC02987,PLN_SCALE,2024-04-02,2025-06-06,cancelled,67,799
SUB02988,ACC02988,PLN_ENTERPRISE,2024-04-02,2025-02-04,cancelled,362,2499
SUB02989,ACC02989,PLN_ENTERPRISE,2024-04-02,2025-09-27,cancelled,546,2499
SUB02990,ACC02990,PLN_STARTER,2024-04-02,,active,6,49
SUB02991,ACC02991,PLN_STARTER,2024-04-02,2024-10-24,cancelled,5,49
SUB02992,ACC02992,PLN_GROWTH,2024-04-02,2024-12-28,cancelled,20,199
SUB02993,ACC02993,PLN_SCALE,2024-04-02,2024-08-01,cancelled,86,799
SUB02994,ACC02994,PLN_STARTER,2024-04-02,,active,3,49
SUB02995,ACC02995,PLN_ENTERPRISE,2024-04-02,2024-05-02,cancelled,573,2499
SUB02996,ACC02996,PLN_GROWTH,2024-04-03,2024-08-24,cancelled,15,199
SUB02997,ACC02997,PLN_GROWTH,2024-04-03,2024-12-26,cancelled,20,199
SUB02998,ACC02998,PLN_ENTERPRISE,2024-04-03,,active,400,2499
