account_id,snapshot_month,cohort_month,is_cohort_month,plan_id,mrr,acquisition_channel,region,segment,months_since_cohort
ACC02923,2025-11-01,2024-03-01,0,PLN_GROWTH,199,Partner,Latin America,SMB,20
ACC02923,2025-12-01,2024-03-01,0,PLN_GROWTH,199,Partner,Latin America,SMB,21
ACC02924,2024-03-01,2024-03-01,1,PLN_STARTER,49,Paid Social,Latin America,SMB,0
ACC02924,2024-04-01,2024-03-01,0,PLN_STARTER,49,Paid Social,Latin America,SMB,1
ACC02924,2024-05-01,2024-03-01,0,PLN_STARTER,49,Paid Social,Latin America,SMB,2
ACC02924,2024-06-01,2024-03-01,0,PLN_STARTER,49,Paid Social,Latin America,SMB,3
ACC02924,2024-07-01,2024-03-01,0,PLN_STARTER,49,Paid Social,Latin America,SMB,4
ACC02925,2024-03-01,2024-03-01,1,PLN_STARTER,49,Paid Social,India,SMB,0
ACC02925,2024-04-01,2024-03-01,0,PLN_STARTER,49,Paid Social,India,SMB,1
ACC02925,2024-05-01,2024-03-01,0,PLN_STARTER,49,Paid Social,India,SMB,2
ACC02925,2024-06-01,2024-03-01,0,PLN_STARTER,49,Paid Social,India,SMB,3
ACC02926,2024-03-01,2024-03-01,1,PLN_STARTER,49,Paid Search,APAC,SMB,0
ACC02926,2024-04-01,2024-03-01,0,PLN_STARTER,49,Paid Search,APAC,SMB,1
ACC02927,2024-03-01,2024-03-01,1,PLN_STARTER,49,Organic Search,North America,SMB,0
ACC02927,2024-04-01,2024-03-01,0,PLN_STARTER,49,Organic Search,North America,SMB,1
ACC02927,2024-05-01,2024-03-01,0,PLN_STARTER,49,Organic Search,North America,SMB,2
ACC02927,2024-06-01,2024-03-01,0,PLN_STARTER,49,Organic Search,North America,SMB,3
ACC02927,2024-07-01,2024-03-01,0,PLN_STARTER,49,Organic Search,North America,SMB,4
ACC02927,2024-08-01,2024-03-01,0,PLN_STARTER,49,Organic Search,North America,SMB,5
ACC02928,2024-03-01,2024-03-01,1,PLN_ENTERPRISE,2499,Paid Search,Europe,Enterprise,0
ACC02928,2024-04-01,2024-03-01,0,PLN_ENTERPRISE,2499,Paid Search,Europe,Enterprise,1
ACC02928,2024-05-01,2024-03-01,0,PLN_ENTERPRISE,2499,Paid Search,Europe,Enterprise,2
ACC02928,2024-06-01,2024-03-01,0,PLN_ENTERPRISE,2499,Paid Search,Europe,Enterprise,3
ACC02929,2024-03-01,2024-03-01,1,PLN_GROWTH,199,Partner,Europe,SMB,0
ACC02929,2024-04-01,2024-03-01,0,PLN_GROWTH,199,Partner,Europe,SMB,1
ACC02929,2024-05-01,2024-03-01,0,PLN_GROWTH,199,Partner,Europe,SMB,2
ACC02929,2024-06-01,2024-03-01,0,PLN_GROWTH,199,Partner,Europe,SMB,3
ACC02929,2024-07-01,2024-03-01,0,PLN_GROWTH,199,Partner,Europe,SMB,4
ACC02929,2024-08-01,2024-03-01,0,PLN_GROWTH,199,Partner,Europe,SMB,5
ACC02929,2024-09-01,2024-03-01,0,PLN_GROWTH,199,Partner,Europe,SMB,6
ACC02929,2024-10-01,2024-03-01,0,PLN_GROWTH,199,Partner,Europe,SMB,7
ACC02929,2024-11-01,2024-03-01,0,PLN_GROWTH,199,Partner,Europe,SMB,8
ACC02929,2024-12-01,2024-03-01,0,PLN_GROWTH,199,Partner,Europe,SMB,9
ACC02929,2025-01-01,2024-03-01,0,PLN_GROWTH,199,Partner,Europe,SMB,10
ACC02929,2025-02-01,2024-03-01,0,PLN_GROWTH,199,Partner,Europe,SMB,11
ACC02929,2025-03-01,2024-03-01,0,PLN_GROWTH,199,Partner,Europe,SMB,12
ACC02929,2025-04-01,2024-03-01,0,PLN_GROWTH,199,Partner,Europe,SMB,13
ACC02929,2025-05-01,2024-03-01,0,PLN_GROWTH,199,Partner,Europe,SMB,14
ACC02930,2024-03-01,2024-03-01,1,PLN_STARTER,49,Partner,APAC,SMB,0
ACC02930,2024-04-01,2024-03-01,0,PLN_STARTER,49,Partner,APAC,SMB,1
ACC02930,2024-05-01,2024-03-01,0,PLN_STARTER,49,Partner,APAC,SMB,2
ACC02930,2024-06-01,2024-03-01,0,PLN_STARTER,49,Partner,APAC,SMB,3
ACC02930,2024-07-01,2024-03-01,0,PLN_STARTER,49,Partner,APAC,SMB,4
ACC02930,2024-08-01,2024-03-01,0,PLN_STARTER,49,Partner,APAC,SMB,5
ACC02930,2024-09-01,2024-03-01,0,PLN_STARTER,49,Partner,APAC,SMB,6
ACC02930,2024-10-01,2024-03-01,0,PLN_STARTER,49,Partner,APAC,SMB,7
ACC02930,2024-11-01,2024-03-01,0,PLN_STARTER,49,Partner,APAC,SMB,8
ACC02930,2024-12-01,2024-03-01,0,PLN_STARTER,49,Partner,APAC,SMB,9
ACC02930,2025-01-01,2024-03-01,0,PLN_STARTER,49,Partner,APAC,SMB,10
ACC02930,2025-02-01,2024-03-01,0,PLN_STARTER,49,Partner,APAC,SMB,11
ACC02930,2025-03-01,2024-03-01,0,PLN_STARTER,49,Partner,APAC,SMB,12
ACC02930,2025-04-01,2024-03-01,0,PLN_STARTER,49,Partner,APAC,SMB,13
ACC02930,2025-05-01,2024-03-01,0,PLN_STARTER,49,Partner,APAC,SMB,14
ACC02930,2025-06-01,2024-03-01,0,PLN_STARTER,49,Partner,APAC,SMB,15
ACC02930,2025-07-01,2024-03-01,0,PLN_STARTER,49,Partner,APAC,SMB,16
ACC02930,2025-08-01,2024-03-01,0,PLN_STARTER,49,Partner,APAC,SMB,17
ACC02930,2025-09-01,2024-03-01,0,PLN_STARTER,49,Partner,APAC,SMB,18
ACC02930,2025-10-01,2024-03-01,0,PLN_STARTER,49,Partner,APAC,SMB,19
ACC02931,2024-03-01,2024-03-01,1,PLN_GROWTH,199,Paid Search,North America,SMB,0
ACC02931,2024-04-01,2024-03-01,0,PLN_GROWTH,199,Paid Search,North America,SMB,1
ACC02931,2024-05-01,2024-03-01,0,PLN_GROWTH,199,Paid Search,North America,SMB,2
ACC02931,2024-06-01,2024-03-01,0,PLN_GROWTH,199,Paid Search,North America,SMB,3
ACC02931,2024-07-01,2024-03-01,0,PLN_GROWTH,199,Paid Search,North America,SMB,4
ACC02931,2024-08-01,2024-03-01,0,PLN_GROWTH,199,Paid Search,North America,SMB,5
ACC02931,2024-09-01,2024-03-01,0,PLN_GROWTH,199,Paid Search,North America,SMB,6
ACC02931,2024-10-01,2024-03-01,0,PLN_GROWTH,199,Paid Search,North America,SMB,7
ACC02931,2024-11-01,2024-03-01,0,PLN_GROWTH,199,Paid Search,North America,SMB,8
ACC02931,2024-12-01,2024-03-01,0,PLN_GROWTH,199,Paid Search,North America,SMB,9
ACC02931,2025-01-01,2024-03-01,0,PLN_GROWTH,199,Paid Search,North America,SMB,10
ACC02932,2024-03-01,2024-03-01,1,PLN_STARTER,49,Paid Social,APAC,SMB,0
ACC02932,2024-04-01,2024-03-01,0,PLN_STARTER,49,Paid Social,APAC,SMB,1
ACC02932,2024-05-01,2024-03-01,0,PLN_STARTER,49,Paid Social,APAC,SMB,2
ACC02933,2024-03-01,2024-03-01,1,PLN_SCALE,799,Paid Search,India,Mid-Market,0
ACC02933,2024-04-01,2024-03-01,0,PLN_SCALE,799,Paid Search,India,Mid-Market,1
ACC02933,2024-05-01,2024-03-01,0,PLN_SCALE,799,Paid Search,India,Mid-Market,2
ACC02933,2024-06-01,2024-03-01,0,PLN_SCALE,799,Paid Search,India,Mid-Market,3
ACC02933,2024-07-01,2024-03-01,0,PLN_SCALE,799,Paid Search,India,Mid-Market,4
ACC02933,2024-08-01,2024-03-01,0,PLN_SCALE,799,Paid Search,India,Mid-Market,5
ACC02933,2024-09-01,2024-03-01,0,PLN_SCALE,799,Paid Search,India,Mid-Market,6
ACC02933,2024-10-01,2024-03-01,0,PLN_SCALE,799,Paid Search,India,Mid-Market,7
ACC02934,2024-03-01,2024-03-01,1,PLN_STARTER,49,Referral,North America,SMB,0
ACC02934,2024-04-01,2024-03-01,0,PLN_STARTER,49,Referral,North America,SMB,1
ACC02934,2024-05-01,2024-03-01,0,PLN_STARTER,49,Referral,North America,SMB,2
ACC02934,2024-06-01,2024-03-01,0,PLN_STARTER,49,Referral,North America,SMB,3
ACC02934,2024-07-01,2024-03-01,0,PLN_STARTER,49,Referral,North America,SMB,4
ACC02934,2024-08-01,2024-03-01,0,PLN_STARTER,49,Referral,North America,SMB,5
ACC02934,2024-09-01,2024-03-01,0,PLN_STARTER,49,Referral,North America,SMB,6
ACC02934,2024-10-01,2024-03-01,0,PLN_STARTER,49,Referral,North America,SMB,7
ACC02934,2024-11-01,2024-03-01,0,PLN_STARTER,49,Referral,North America,SMB,8
ACC02934,2024-12-01,2024-03-01,0,PLN_STARTER,49,Referral,North America,SMB,9
ACC02934,2025-01-01,2024-03-01,0,PLN_STARTER,49,Referral,North America,SMB,10
ACC02934,2025-02-01,2024-03-01,0,PLN_STARTER,49,Referral,North America,SMB,11
ACC02935,2024-03-01,2024-03-01,1,PLN_SCALE,799,Paid Social,APAC,Mid-Market,0
ACC02935,2024-04-01,2024-03-01,0,PLN_SCALE,799,Paid Social,APAC,Mid-Market,1
ACC02935,2024-05-01,2024-03-01,0,PLN_SCALE,799,Paid Social,APAC,Mid-Market,2
ACC02935,2024-06-01,2024-03-01,0,PLN_SCALE,799,Paid Social,APAC,Mid-Market,3
ACC02935,2024-07-01,2024-03-01,0,PLN_SCALE,799,Paid Social,APAC,Mid-Market,4
ACC02935,2024-08-01,2024-03-01,0,PLN_SCALE,799,Paid Social,APAC,Mid-Market,5
ACC02936,2024-03-01,2024-03-01,1,PLN_GROWTH,199,Paid Social,Europe,SMB,0
ACC02936,2024-04-01,2024-03-01,0,PLN_GROWTH,199,Paid Social,Europe,SMB,1
ACC02936,2024-05-01,2024-03-01,0,PLN_GROWTH,199,Paid Social,Europe,SMB,2
ACC02936,2024-06-01,2024-03-01,0,PLN_GROWTH,199,Paid Social,Europe,SMB,3
ACC02936,2024-07-01,2024-03-01,0,PLN_GROWTH,199,Paid Social,Europe,SMB,4
ACC02936,2024-08-01,2024-03-01,0,PLN_GROWTH,199,Paid Social,Europe,SMB,5
ACC02936,2024-09-01,2024-03-01,0,PLN_GROWTH,199,Paid Social,Europe,SMB,6
ACC02936,2024-10-01,2024-03-01,0,PLN_GROWTH,199,Paid Social,Europe,SMB,7
ACC02936,2024-11-01,2024-03-01,0,PLN_GROWTH,199,Paid Social,Europe,SMB,8
ACC02936,2024-12-01,2024-03-01,0,PLN_GROWTH,199,Paid Social,Europe,SMB,9
ACC02936,2025-01-01,2024-03-01,0,PLN_GROWTH,199,Paid Social,Europe,SMB,10
ACC02936,2025-02-01,2024-03-01,0,PLN_GROWTH,199,Paid Social,Europe,SMB,11
ACC02936,2025-03-01,2024-03-01,0,PLN_GROWTH,199,Paid Social,Europe,SMB,12
ACC02936,2025-04-01,2024-03-01,0,PLN_GROWTH,199,Paid Social,Europe,SMB,13
ACC02936,2025-05-01,2024-03-01,0,PLN_GROWTH,199,Paid Social,Europe,SMB,14
ACC02937,2024-03-01,2024-03-01,1,PLN_SCALE,799,Paid Social,Europe,SMB,0
ACC02937,2024-04-01,2024-03-01,0,PLN_SCALE,799,Paid Social,Europe,SMB,1
ACC02937,2024-05-01,2024-03-01,0,PLN_SCALE,799,Paid Social,Europe,SMB,2
ACC02937,2024-06-01,2024-03-01,0,PLN_SCALE,799,Paid Social,Europe,SMB,3
ACC02937,2024-07-01,2024-03-01,0,PLN_SCALE,799,Paid Social,Europe,SMB,4
ACC02937,2024-08-01,2024-03-01,0,PLN_SCALE,799,Paid Social,Europe,SMB,5
ACC02938,2024-03-01,2024-03-01,1,PLN_GROWTH,199,Paid Social,Latin America,SMB,0
ACC02938,2024-04-01,2024-03-01,0,PLN_GROWTH,199,Paid Social,Latin America,SMB,1
ACC02938,2024-05-01,2024-03-01,0,PLN_GROWTH,199,Paid Social,Latin America,SMB,2
ACC02938,2024-06-01,2024-03-01,0,PLN_GROWTH,199,Paid Social,Latin America,SMB,3
ACC02938,2024-07-01,2024-03-01,0,PLN_GROWTH,199,Paid Social,Latin America,SMB,4
ACC02938,2024-08-01,2024-03-01,0,PLN_GROWTH,199,Paid Social,Latin America,SMB,5
ACC02938,2024-09-01,2024-03-01,0,PLN_GROWTH,199,Paid Social,Latin America,SMB,6
ACC02939,2024-03-01,2024-03-01,1,PLN_STARTER,49,Organic Search,APAC,SMB,0
ACC02939,2024-04-01,2024-03-01,0,PLN_STARTER,49,Organic Search,APAC,SMB,1
ACC02939,2024-05-01,2024-03-01,0,PLN_STARTER,49,Organic Search,APAC,SMB,2
ACC02939,2024-06-01,2024-03-01,0,PLN_STARTER,49,Organic Search,APAC,SMB,3
ACC02939,2024-07-01,2024-03-01,0,PLN_STARTER,49,Organic Search,APAC,SMB,4
ACC02939,2024-08-01,2024-03-01,0,PLN_STARTER,49,Organic Search,APAC,SMB,5
ACC02939,2024-09-01,2024-03-01,0,PLN_STARTER,49,Organic Search,APAC,SMB,6
ACC02940,2024-03-01,2024-03-01,1,PLN_GROWTH,199,Organic Search,Europe,Enterprise,0
ACC02940,2024-04-01,2024-03-01,0,PLN_GROWTH,199,Organic Search,Europe,Enterprise,1
ACC02940,2024-05-01,2024-03-01,0,PLN_GROWTH,199,Organic Search,Europe,Enterprise,2
ACC02940,2024-06-01,2024-03-01,0,PLN_GROWTH,199,Organic Search,Europe,Enterprise,3
ACC02940,2024-07-01,2024-03-01,0,PLN_GROWTH,199,Organic Search,Europe,Enterprise,4
ACC02940,2024-08-01,2024-03-01,0,PLN_GROWTH,199,Organic Search,Europe,Enterprise,5
ACC02940,2024-09-01,2024-03-01,0,PLN_GROWTH,199,Organic Search,Europe,Enterprise,6
ACC02940,2024-10-01,2024-03-01,0,PLN_GROWTH,199,Organic Search,Europe,Enterprise,7
ACC02940,2024-11-01,2024-03-01,0,PLN_GROWTH,199,Organic Search,Europe,Enterprise,8
ACC02940,2024-12-01,2024-03-01,0,PLN_GROWTH,199,Organic Search,Europe,Enterprise,9
ACC02940,2025-01-01,2024-03-01,0,PLN_GROWTH,199,Organic Search,Europe,Enterprise,10
ACC02940,2025-02-01,2024-03-01,0,PLN_GROWTH,199,Organic Search,Europe,Enterprise,11
ACC02940,2025-03-01,2024-03-01,0,PLN_GROWTH,199,Organic Search,Europe,Enterprise,12
ACC02940,2025-04-01,2024-03-01,0,PLN_GROWTH,199,Organic Search,Europe,Enterprise,13
ACC02940,2025-05-01,2024-03-01,0,PLN_GROWTH,199,Organic Search,Europe,Enterprise,14
ACC02940,2025-06-01,2024-03-01,0,PLN_GROWTH,199,Organic Search,Europe,Enterprise,15
ACC02940,2025-07-01,2024-03-01,0,PLN_GROWTH,199,Organic Search,Europe,Enterprise,16
ACC02941,2024-03-01,2024-03-01,1,PLN_GROWTH,199,Referral,Latin America,SMB,0
ACC02941,2024-04-01,2024-03-01,0,PLN_GROWTH,199,Referral,Latin America,SMB,1
ACC02942,2024-03-01,2024-03-01,1,PLN_GROWTH,199,Paid Social,Europe,SMB,0
ACC02942,2024-04-01,2024-03-01,0,PLN_GROWTH,199,Paid Social,Europe,SMB,1
ACC02942,2024-05-01,2024-03-01,0,PLN_GROWTH,199,Paid Social,Europe,SMB,2
ACC02942,2024-06-01,2024-03-01,0,PLN_GROWTH,199,Paid Social,Europe,SMB,3
ACC02942,2024-07-01,2024-03-01,0,PLN_GROWTH,199,Paid Social,Europe,SMB,4
ACC02942,2024-08-01,2024-03-01,0,PLN_GROWTH,199,Paid Social,Europe,SMB,5
ACC02942,2024-09-01,2024-03-01,0,PLN_GROWTH,199,Paid Social,Europe,SMB,6
ACC02942,2024-10-01,2024-03-01,0,PLN_GROWTH,199,Paid Social,Europe,SMB,7
ACC02942,2024-11-01,2024-03-01,0,PLN_GROWTH,199,Paid Social,Europe,SMB,8
ACC02942,2024-12-01,2024-03-01,0,PLN_GROWTH,199,Paid Social,Europe,SMB,9
ACC02942,2025-01-01,2024-03-01,0,PLN_GROWTH,199,Paid Social,Europe,SMB,10
ACC02942,2025-02-01,2024-03-01,0,PLN_GROWTH,199,Paid Social,Europe,SMB,11
ACC02942,2025-03-01,2024-03-01,0,PLN_GROWTH,199,Paid Social,Europe,SMB,12
ACC02942,2025-04-01,2024-03-01,0,PLN_GROWTH,199,Paid Social,Europe,SMB,13
ACC02942,2025-05-01,2024-03-01,0,PLN_GROWTH,199,Paid Social,Europe,SMB,14
ACC02942,2025-06-01,2024-03-01,0,PLN_GROWTH,199,Paid Social,Europe,SMB,15
ACC02942,2025-07-01,2024-03-01,0,PLN_GROWTH,199,Paid Social,Europe,SMB,16
ACC02942,2025-08-01,2024-03-01,0,PLN_GROWTH,199,Paid Social,Europe,SMB,17
ACC02942,2025-09-01,2024-03-01,0,PLN_GROWTH,199,Paid Social,Europe,SMB,18
ACC02942,2025-10-01,2024-03-01,0,PLN_GROWTH,199,Paid Social,Europe,SMB,19
ACC02942,2025-11-01,2024-03-01,0,PLN_GROWTH,199,Paid Social,Europe,SMB,20
ACC02942,2025-12-01,2024-03-01,0,PLN_GROWTH,199,Paid Social,Europe,SMB,21
ACC02943,2024-03-01,2024-03-01,1,PLN_STARTER,49,Paid Social,North America,SMB,0
ACC02943,2024-04-01,2024-03-01,0,PLN_STARTER,49,Paid Social,North America,SMB,1
ACC02944,2024-03-01,2024-03-01,1,PLN_STARTER,49,Partner,India,Enterprise,0
ACC02944,2024-04-01,2024-03-01,0,PLN_STARTER,49,Partner,India,Enterprise,1
ACC02944,2024-05-01,2024-03-01,0,PLN_STARTER,49,Partner,India,Enterprise,2
ACC02944,2024-06-01,2024-03-01,0,PLN_STARTER,49,Partner,India,Enterprise,3
ACC02944,2024-07-01,2024-03-01,0,PLN_STARTER,49,Partner,India,Enterprise,4
ACC02944,2024-08-01,2024-03-01,0,PLN_STARTER,49,Partner,India,Enterprise,5
ACC02944,2024-09-01,2024-03-01,0,PLN_STARTER,49,Partner,India,Enterprise,6
ACC02944,2024-10-01,2024-03-01,0,PLN_STARTER,49,Partner,India,Enterprise,7
ACC02944,2024-11-01,2024-03-01,0,PLN_STARTER,49,Partner,India,Enterprise,8
ACC02944,2024-12-01,2024-03-01,0,PLN_STARTER,49,Partner,India,Enterprise,9
ACC02944,2025-01-01,2024-03-01,0,PLN_STARTER,49,Partner,India,Enterprise,10
ACC02945,2024-03-01,2024-03-01,1,PLN_GROWTH,199,Organic Search,North America,Mid-Market,0
ACC02945,2024-04-01,2024-03-01,0,PLN_GROWTH,199,Organic Search,North America,Mid-Market,1
ACC02946,2024-03-01,2024-03-01,1,PLN_STARTER,49,Referral,India,SMB,0
ACC02946,2024-04-01,2024-03-01,0,PLN_STARTER,49,Referral,India,SMB,1
ACC02946,2024-05-01,2024-03-01,0,PLN_STARTER,49,Referral,India,SMB,2
ACC02946,2024-06-01,2024-03-01,0,PLN_STARTER,49,Referral,India,SMB,3
ACC02946,2024-07-01,2024-03-01,0,PLN_STARTER,49,Referral,India,SMB,4
ACC02946,2024-08-01,2024-03-01,0,PLN_STARTER,49,Referral,India,SMB,5
ACC02946,2024-09-01,2024-03-01,0,PLN_STARTER,49,Referral,India,SMB,6
ACC02946,2024-10-01,2024-03-01,0,PLN_STARTER,49,Referral,India,SMB,7
ACC02946,2024-11-01,2024-03-01,0,PLN_STARTER,49,Referral,India,SMB,8
ACC02946,2024-12-01,2024-03-01,0,PLN_STARTER,49,Referral,India,SMB,9
ACC02946,2025-01-01,2024-03-01,0,PLN_STARTER,49,Referral,India,SMB,10
ACC02947,2024-03-01,2024-03-01,1,PLN_SCALE,799,Referral,North America,Mid-Market,0
ACC02947,2024-04-01,2024-03-01,0,PLN_SCALE,799,Referral,North America,Mid-Market,1
ACC02947,2024-05-01,2024-03-01,0,PLN_SCALE,799,Referral,North America,Mid-Market,2
ACC02947,2024-06-01,2024-03-01,0,PLN_SCALE,799,Referral,North America,Mid-Market,3
ACC02947,2024-07-01,2024-03-01,0,PLN_SCALE,799,Referral,North America,Mid-Market,4
ACC02947,2024-08-01,2024-03-01,0,PLN_SCALE,799,Referral,North America,Mid-Market,5
ACC02947,2024-09-01,2024-03-01,0,PLN_SCALE,799,Referral,North America,Mid-Market,6
ACC02947,2024-10-01,2024-03-01,0,PLN_SCALE,799,Referral,North America,Mid-Market,7
ACC02947,2024-11-01,2024-03-01,0,PLN_SCALE,799,Referral,North America,Mid-Market,8
ACC02947,2024-12-01,2024-03-01,0,PLN_SCALE,799,Referral,North America,Mid-Market,9
ACC02947,2025-01-01,2024-03-01,0,PLN_SCALE,799,Referral,North America,Mid-Market,10
ACC02947,2025-02-01,2024-03-01,0,PLN_SCALE,799,Referral,North America,Mid-Market,11
ACC02947,2025-03-01,2024-03-01,0,PLN_SCALE,799,Referral,North America,Mid-Market,12
ACC02947,2025-04-01,2024-03-01,0,PLN_SCALE,799,Referral,North America,Mid-Market,13
ACC02947,2025-05-01,2024-03-01,0,PLN_SCALE,799,Referral,North America,Mid-Market,14
ACC02947,2025-06-01,2024-03-01,0,PLN_SCALE,799,Referral,North America,Mid-Market,15
ACC02947,2025-07-01,2024-03-01,0,PLN_SCALE,799,Referral,North America,Mid-Market,16
ACC02947,2025-08-01,2024-03-01,0,PLN_SCALE,799,Referral,North America,Mid-Market,17
ACC02947,2025-09-01,2024-03-01,0,PLN_SCALE,799,Referral,North America,Mid-Market,18
ACC02947,2025-10-01,2024-03-01,0,PLN_SCALE,799,Referral,North America,Mid-Market,19
ACC02947,2025-11-01,2024-03-01,0,PLN_SCALE,799,Referral,North America,Mid-Market,20
ACC02947,2025-12-01,2024-03-01,0,PLN_SCALE,799,Referral,North America,Mid-Market,21
ACC02948,2024-03-01,2024-03-01,1,PLN_STARTER,49,Organic Search,North America,SMB,0
ACC02948,2024-04-01,2024-03-01,0,PLN_STARTER,49,Organic Search,North America,SMB,1
ACC02948,2024-05-01,2024-03-01,0,PLN_STARTER,49,Organic Search,North America,SMB,2
ACC02948,2024-06-01,2024-03-01,0,PLN_STARTER,49,Organic Search,North America,SMB,3
ACC02948,2024-07-01,2024-03-01,0,PLN_STARTER,49,Organic Search,North America,SMB,4
ACC02948,2024-08-01,2024-03-01,0,PLN_STARTER,49,Organic Search,North America,SMB,5
ACC02948,2024-09-01,2024-03-01,0,PLN_STARTER,49,Organic Search,North America,SMB,6
ACC02948,2024-10-01,2024-03-01,0,PLN_STARTER,49,Organic Search,North America,SMB,7
ACC02949,2024-03-01,2024-03-01,1,PLN_GROWTH,199,Paid Search,APAC,SMB,0
ACC02949,2024-04-01,2024-03-01,0,PLN_GROWTH,199,Paid Search,APAC,SMB,1
ACC02949,2024-05-01,2024-03-01,0,PLN_GROWTH,199,Paid Search,APAC,SMB,2
ACC02949,2024-06-01,2024-03-01,0,PLN_GROWTH,199,Paid Search,APAC,SMB,3
ACC02949,2024-07-01,2024-03-01,0,PLN_GROWTH,199,Paid Search,APAC,SMB,4
ACC02950,2024-03-01,2024-03-01,1,PLN_GROWTH,199,Partner,North America,SMB,0
ACC02950,2024-04-01,2024-03-01,0,PLN_GROWTH,199,Partner,North America,SMB,1
ACC02950,2024-05-01,2024-03-01,0,PLN_GROWTH,199,Partner,North America,SMB,2
ACC02950,2024-06-01,2024-03-01,0,PLN_GROWTH,199,Partner,North America,SMB,3
ACC02950,2024-07-01,2024-03-01,0,PLN_GROWTH,199,Partner,North America,SMB,4
ACC02950,2024-08-01,2024-03-01,0,PLN_GROWTH,199,Partner,North America,SMB,5
ACC02950,2024-09-01,2024-03-01,0,PLN_GROWTH,199,Partner,North America,SMB,6
ACC02950,2024-10-01,2024-03-01,0,PLN_GROWTH,199,Partner,North America,SMB,7
ACC02950,2024-11-01,2024-03-01,0,PLN_GROWTH,199,Partner,North America,SMB,8
ACC02950,2024-12-01,2024-03-01,0,PLN_GROWTH,199,Partner,North America,SMB,9
ACC02950,2025-01-01,2024-03-01,0,PLN_GROWTH,199,Partner,North America,SMB,10
ACC02950,2025-02-01,2024-03-01,0,PLN_GROWTH,199,Partner,North America,SMB,11
ACC02950,2025-03-01,2024-03-01,0,PLN_GROWTH,199,Partner,North America,SMB,12
ACC02950,2025-04-01,2024-03-01,0,PLN_GROWTH,199,Partner,North America,SMB,13
ACC02951,2024-03-01,2024-03-01,1,PLN_GROWTH,199,Paid Social,North America,Mid-Market,0
ACC02951,2024-04-01,2024-03-01,0,PLN_GROWTH,199,Paid Social,North America,Mid-Market,1
ACC02951,2024-05-01,2024-03-01,0,PLN_GROWTH,199,Paid Social,North America,Mid-Market,2
ACC02951,2024-06-01,2024-03-01,0,PLN_GROWTH,199,Paid Social,North America,Mid-Market,3
ACC02951,2024-07-01,2024-03-01,0,PLN_GROWTH,199,Paid Social,North America,Mid-Market,4
ACC02951,2024-08-01,2024-03-01,0,PLN_GROWTH,199,Paid Social,North America,Mid-Market,5
ACC02951,2024-09-01,2024-03-01,0,PLN_GROWTH,199,Paid Social,North America,Mid-Market,6
ACC02951,2024-10-01,2024-03-01,0,PLN_GROWTH,199,Paid Social,North America,Mid-Market,7
ACC02951,2024-11-01,2024-03-01,0,PLN_GROWTH,199,Paid Social,North America,Mid-Market,8
ACC02952,2024-03-01,2024-03-01,1,PLN_GROWTH,199,Partner,APAC,Mid-Market,0
ACC02952,2024-04-01,2024-03-01,0,PLN_GROWTH,199,Partner,APAC,Mid-Market,1
ACC02952,2024-05-01,2024-03-01,0,PLN_GROWTH,199,Partner,APAC,Mid-Market,2
ACC02953,2024-03-01,2024-03-01,1,PLN_SCALE,799,Organic Search,Latin America,Mid-Market,0
ACC02953,2024-04-01,2024-03-01,0,PLN_SCALE,799,Organic Search,Latin America,Mid-Market,1
ACC02953,2024-05-01,2024-03-01,0,PLN_SCALE,799,Organic Search,Latin America,Mid-Market,2
ACC02953,2024-06-01,2024-03-01,0,PLN_SCALE,799,Organic Search,Latin America,Mid-Market,3
ACC02954,2024-03-01,2024-03-01,1,PLN_SCALE,799,Organic Search,Latin America,Mid-Market,0
ACC02954,2024-04-01,2024-03-01,0,PLN_SCALE,799,Organic Search,Latin America,Mid-Market,1
ACC02954,2024-05-01,2024-03-01,0,PLN_SCALE,799,Organic Search,Latin America,Mid-Market,2
ACC02954,2024-06-01,2024-03-01,0,PLN_SCALE,799,Organic Search,Latin America,Mid-Market,3
ACC02954,2024-07-01,2024-03-01,0,PLN_SCALE,799,Organic Search,Latin America,Mid-Market,4
ACC02954,2024-08-01,2024-03-01,0,PLN_SCALE,799,Organic Search,Latin America,Mid-Market,5
ACC02954,2024-09-01,2024-03-01,0,PLN_SCALE,799,Organic Search,Latin America,Mid-Market,6
ACC02955,2024-03-01,2024-03-01,1,PLN_GROWTH,199,Paid Search,North America,SMB,0
ACC02955,2024-04-01,2024-03-01,0,PLN_GROWTH,199,Paid Search,North America,SMB,1
ACC02955,2024-05-01,2024-03-01,0,PLN_GROWTH,199,Paid Search,North America,SMB,2
ACC02955,2024-06-01,2024-03-01,0,PLN_GROWTH,199,Paid Search,North America,SMB,3
ACC02955,2024-07-01,2024-03-01,0,PLN_GROWTH,199,Paid Search,North America,SMB,4
ACC02956,2024-03-01,2024-03-01,1,PLN_STARTER,49,Paid Social,India,SMB,0
ACC02956,2024-04-01,2024-03-01,0,PLN_STARTER,49,Paid Social,India,SMB,1
ACC02956,2024-05-01,2024-03-01,0,PLN_STARTER,49,Paid Social,India,SMB,2
ACC02957,2024-03-01,2024-03-01,1,PLN_STARTER,49,Paid Search,APAC,SMB,0
ACC02957,2024-04-01,2024-03-01,0,PLN_STARTER,49,Paid Search,APAC,SMB,1
ACC02957,2024-05-01,2024-03-01,0,PLN_STARTER,49,Paid Search,APAC,SMB,2
